code,companyName,listedDate,type,floor,shortName,companyNameEng,isin,status,indexCode
HWS,Công ty Cổ phần Cấp nước Thừa Thiên Huế,2018-07-27,STOCK,UPCOM,Cấp nc Huế,Thua Thien Hue Water Suppy Joint Stock Company,VN000000HWS5,listed,
LIC,Tổng Công ty LICOGI - CTCP,2017-06-05,STOCK,UPCOM,LICOGI,LICOGI Corporation - JSC,VN000000LIC0,listed,
RTB,Công ty cổ phần Cao su Tân Biên,2016-11-07,STOCK,UPCOM,Cao su Tân Biên,TANBIEN RUBBER JOINT STOCK COMPANY,VN000000RTB6,listed,
TVT,Tổng công ty Việt Thắng - CTCP,2017-07-17,STOCK,HOSE,TCT Việt Thắng,Viet Thang Corporation,VN000000TVT0,listed,
NS3,Công ty Cổ phần sản xuất kinh doanh nước sạch số 3 Hà Nội,2016-12-26,STOCK,UPCOM,Nước sạch số 3 HN,Ha Noi Water Manufacturing Joint Stock Company No 3,VN000000NS31,listed,
TB8,Công ty cổ phần Sản xuất và kinh doanh Vật tư Thiết bị - VVMI,2016-12-30,STOCK,UPCOM,Vật tư T.bị VVMI,VVMI – Manufacturing and Materials Equipment Trading Joint Stock Company,VN000000TB83,listed,
L12,Công ty cổ phần Licogi 12,2017-01-03,STOCK,UPCOM,CTCP Licogi 12,Licogi 12 Joint Stock Company,VN000000L128,listed,
PKR,Công ty cổ phần Đường sắt Phú Khánh,2017-01-06,STOCK,UPCOM,Đ.sắt Phú Khánh,Phu Khanh Railway Joint Stock Company,VN000000PKR5,listed,
KHW,Công ty cổ phần Cấp thoát nước Khánh Hòa,2017-02-20,STOCK,UPCOM,C.thoát nc Kh.Hòa,Khanh Hoa Water Supply And Sewerage Joint Stock Company,VN000000KHW2,listed,
RHN,Công ty cổ phần Đường sắt Hà Ninh,2017-03-16,STOCK,UPCOM,Đ.sắt Hà Ninh,HaNinh Railway Joint Stock Company,VN000000RHN6,listed,
CQN,Công ty cổ phần Cảng Quảng Ninh,2020-08-18,STOCK,UPCOM,Cảng Quảng Ninh,Quang Ninh Port Joint Stock Company,VN000000CQN9,listed,
DRI,Công ty Cổ phần Đầu tư cao su Đắk Lắk,2017-05-23,STOCK,UPCOM,ĐT Cao su Đắk Lắk,Daklak Rubber Investment Joint stock company,VN000000DRI5,listed,
PTO,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,2017-06-20,STOCK,UPCOM,XD C.trình Bưu Điện,Post and Telecommunication Services Construction Work Joint Stock Company,VN000000PTO3,listed,
YTC,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,2017-08-03,STOCK,UPCOM,XNK Y tế TPHCM,Ho Chi Minh City Medial Improt export Joint Stock Company,VN000000YTC0,listed,
DAR,Công ty Cổ phần Xe lửa Dĩ An,2017-05-11,STOCK,UPCOM,CTCP Xe lửa Dĩ An,Dian Train Joint stock company,VN000000DAR2,listed,
T12,Công ty Cổ phần Thương mại Dịch vụ Tràng Thi,2017-11-06,STOCK,UPCOM,T.mại DV Tràng Thi,Trang Thi Commercial and Services Joint Stock Company,VN000000T121,listed,
APH,Công ty cổ phần Tập đoàn An Phát Holdings,2020-07-28,STOCK,HOSE,An Phát Holdings,An Phat Holdings Joint Stock Company,VN000000APH7,listed,
NBE,Công ty Cổ phần Sách và Thiết bị giáo dục miền Bắc,2017-08-21,STOCK,UPCOM,Sách T.bị M.Bắc,North Books And Educational Equipment Joint Stock Company,VN000000NBE7,listed,
HAF,Công ty cổ phần Thực phẩm Hà Nội,2017-07-24,STOCK,UPCOM,Thực phẩm Hà Nội,Hanoi Foodstuff Joint Stock Company,VN000000HAF8,listed,
JOS,Công ty cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,2017-07-28,STOCK,UPCOM,Th.sản XK Minh Hải,Minh Hai Export Frozen Seafood Processing Joint – Stock Company,VN000000JOS8,listed,
NED,Công ty cổ phần Đầu tư và Phát triển Điện Tây Bắc,2017-08-18,STOCK,UPCOM,Điện Tây Bắc,North-West Electric Investment And Development Joint Stock Company,VN000000NED3,listed,
DP1,Công ty Cổ phần Dược phẩm Trung ương CPC1,2018-06-12,STOCK,UPCOM,Dược phẩm TW CPC1,Central Pharmaceutical CPC1. JSC,VN000000DP10,listed,
VRE,Công ty Cổ phần Vincom Retail,2017-11-06,STOCK,HOSE,Vincom Retail,Vincom Retail Joint Stock Company,VN000000VRE6,listed,VN30
PMW,Công ty cổ phần Cấp nước Phú Mỹ,2019-07-17,STOCK,UPCOM,Cấp nước Phú Mỹ,Phu My Water Supply Joint Stock Company,VN000000PMW1,listed,
BPW,Công ty Cổ phần Cấp thoát nước Bình Phước,2017-12-20,STOCK,UPCOM,C.thoát nc B.Phước,Binh Phuoc Water Supply and Sewerage Joint Stock Company,VN000000BPW4,listed,
KHS,Công ty Cổ phần Kiên Hùng,2017-12-26,STOCK,HNX,CTCP Kiên Hùng,Kien Hung Joint Stock Company,VN000000KHS0,listed,
DTI,Công ty Cổ phần Đầu tư Đức Trung,2018-01-05,STOCK,UPCOM,Đầu tư Đức Trung,Duc Trung Investment Joint Stock Company,VN000000DTI1,listed,
C22,Công ty Cổ phần 22,2018-05-24,STOCK,UPCOM,CTCP 22,22 Joint Stock Company,VN000000C226,listed,
TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,2018-07-18,STOCK,HNX,Đ.tư P.triển TDT,TDT Investment and Development Joint Stock Company,VN000000TDT8,listed,
HNR,Công ty Cổ phần Rượu và Nước giải khát Hà Nội,2018-06-08,STOCK,UPCOM,Giải khát Hà Nội HALICO,Hanoi Liquor and baverage Joint Stock Company,VN000000HNR6,listed,
BLW,Công ty cổ phần Cấp nước Bạc Liêu,2018-10-19,STOCK,UPCOM,Cấp nc Bạc Liêu,Bac Lieu Water Supply Joint Stock Company,VN000000BLW3,listed,
VDB,Công ty cổ phần Vận tải và Chế biến Than Đông Bắc,2018-11-22,STOCK,UPCOM,Than Đông Bắc,Dong Bac Transport and Processing of Coal Joint Stock Company,VN000000VDB2,listed,
MDN,Công ty cổ phần Tổng Công ty May Đồng Nai,2018-11-16,STOCK,UPCOM,May Đồng Nai,Dong Nai Garment Corporation,VN000000MDN6,listed,
TTE,Công ty cổ phần Đầu tư Năng lượng Trường Thịnh,2018-12-10,STOCK,HOSE,N.lg Trường Thịnh,Truong Thinh Energy Investment Joint Stock Company,VN000000TTE6,listed,
TN1,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ TNS HOLDINGS,2019-05-30,STOCK,HOSE,TMDV TNS HOLDINGS,TNS Holdings Commercial and Services Joint Stock Company,VN000000TN14,listed,
BMG,Công ty Cổ phần May Bình Minh,2018-12-25,STOCK,UPCOM,May Bình Minh,Binh Minh Garment Joint Stock Company,VN000000BMG4,listed,
PGN,Công ty cổ phần Phụ Gia Nhựa,2019-07-04,STOCK,HNX,CTCP Phụ Gia Nhựa,Plastic Additives Joint Stock Company,VN000000PGN2,listed,
GLC,Công ty cổ phần Vàng Lào Cai,2019-01-09,STOCK,UPCOM,Vàng Lào Cai,Lao Cai Gold Joint Stock Company,VN000000GLC4,listed,
SIG,Công ty Cổ phần Đầu tư và Thương mại Sông Đà,2019-10-10,STOCK,UPCOM,Đầu tư T.mại Sông Đà,Songda Investment and Trading Joint Stock Company,VN000000SIG6,listed,
IBD,Công ty Cổ phần In Tổng hợp Bình Dương,2019-05-24,STOCK,UPCOM,In Tổng hợp Bình Dương,Binh Duong General Printing Joint Stock Company,VN000000IBD9,listed,
CFV,Công ty cổ phần Cà phê Thắng Lợi,2019-06-03,STOCK,UPCOM,Cà phê Thắng Lợi,Thang Loi Coffee Joint Stock Company,VN000000CFV5,listed,
MTB,CÔNG TY CỔ PHẦN MÔI TRƯỜNG VÀ CÔNG TRÌNH ĐÔ THỊ TỈNH THÁI BÌNH,2020-12-10,STOCK,UPCOM,MÔI TRƯỜNG VÀ CÔNG TRÌNH ĐÔ THỊ TỈNH THÁI BÌNH,THAI BINH ENVIRONMENT AND URBAN PROJECTS JOINT STOCK COMPANY,VN000000MTB7,listed,
DKH,Trung tâm Đăng kiểm phương tiện Giao thông Thủy bộ,2020-03-23,STOCK,UPCOM,Đăng kiểm GT Thủy bộ,Hau Giang Register JSC,VN000000DKH2,listed,
DKC,Công ty Cổ phần Chợ Lạng Sơn,2020-07-14,STOCK,UPCOM,Chợ Lạng Sơn,Lang Son Market Joint Stock Company,VN000000DKC3,listed,
MA1,CÔNG TY CỔ PHẦN THIẾT BỊ,2020-06-29,STOCK,UPCOM,CTCP THIẾT BỊ,MACHINERY JOINT STOCK COMPANY,VN000000MA16,listed,
AGF,Công ty Cổ phần Xuất nhập khẩu thủy sản An Giang ,2020-02-24,STOCK,UPCOM,Thủy sản An Giang,An Giang Fisheries Import and Export Joint Stock Company,VN000000AGF0,listed,
TNC,Công ty Cổ phần Cao su Thống Nhất,2007-08-22,STOCK,HOSE,Cao su Thống Nhất,Thong Nhat Rubber Joint Stock Company,VN000000TNC3,listed,
HAS,Công ty Cổ phần Hacisco,2002-12-19,STOCK,HOSE,CTCP Hacisco,Hacisco Joint Stock Company,VN000000HAS1,listed,
BT6,Công ty Cổ phần Beton 6,2017-03-06,STOCK,UPCOM,CTCP Beton 6,Beton 6 Corporation,VN000000BT67,listed,
PPC,Công ty Cổ phần Nhiệt điện Phả Lại ,2007-01-26,STOCK,HOSE,Nh.điện Phả Lại,Pha Lai Thermal Power Joint Stock Company,VN000000PPC6,listed,
KHP,Công ty Cổ phần Điện lực Khánh Hòa ,2006-12-27,STOCK,HOSE,Điện lực Khánh Hòa,Khanh Hoa Power Joint Stock Company,VN000000KHP6,listed,
HVX,Công ty Cổ phần xi măng Vicem Hải Vân ,2010-09-28,STOCK,HOSE,Xi măng Hải Vân,Hai Van Cement Joint Stock Company,VN000000HVX7,listed,
DCT,Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai ,2016-04-07,STOCK,UPCOM,Lợp VLXD Đồng Nai,Dongnai Roofsheet & Construction Material Joint Stock Company,VN000000DCT4,listed,
SJS,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,2006-07-06,STOCK,HOSE,KCN Sông Đà,Song Da Urban & Industrial Zone Investment and Development Joint Stock Company,VN000000SJS9,listed,
TNA,Công ty Cổ phần Thương Mại Xuất Nhập Khẩu Thiên Nam,2005-07-20,STOCK,HOSE,XNK Thiên Nam,Thien Nam Trading & Import-Export Corporation,VN000000TNA7,listed,
BLI,Tổng Công ty Cổ phần Bảo Hiểm Bảo Long,2015-12-11,STOCK,UPCOM,Bảo Hiểm Bảo Long,BAO LONG INSURANCE CORPORATION,VN000000BLI2,listed,
SGS,Công ty Cổ phần vận tải biển Sài Gòn,2010-12-22,STOCK,UPCOM,Vận tải biển SG,SaiGon Shippping Joint Stock Company,VN000000SGS5,listed,
MBS,Công ty Cổ phần chứng khoán MB,2016-03-28,STOCK,HNX,Chứng khoán MB,MB Securities Joint Stock Company,VN000000MBS9,listed,HNX30
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,2006-07-12,STOCK,HOSE,Sacombank,SaiGon Thuong Tin Commercial Joint Stock Bank,VN000000STB4,listed,VN30
BRR,Công ty Cổ phần Cao su Bà Rịa,2017-06-16,STOCK,UPCOM,Cao su Bà Rịa,BaRia Rubber Joint Stock Company,VN000000BRR0,listed,
VFC,Công ty Cổ phần Vinafco,2013-07-01,STOCK,UPCOM,CTCP Vinafco,Vinafco Joint Stock Corporation,VN000000VFC5,listed,
TS4,Công ty Cổ phần Thủy sản số 4 ,2002-08-08,STOCK,HOSE,Thủy sản số 4,Seafood Joint Stock Company No 4,VN000000TS43,listed,
VIN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,2014-09-04,STOCK,UPCOM,Giao nhận Kho vận,Vinatrans,VN000000VIN6,listed,
GMD,Công ty Cổ phần Gemadept ,2002-04-22,STOCK,HOSE,CTCP Gemadept,Gemadept Corporation,VN000000GMD0,listed,
UNI,Công ty Cổ phần Viễn Liên,2009-06-08,STOCK,HNX,CTCP Viễn Liên,Vien Lien Joint Stock Company,VN000000UNI8,listed,
HT1,Công ty Cổ phần xi măng Hà Tiên 1,2007-11-13,STOCK,HOSE,Xi măng Hà Tiên 1,Ha Tien 1 Cement Joint Stock Company,VN000000HT12,listed,
SVC,Công ty Cổ phần dịch vụ tổng hợp Sài Gòn ,2009-06-01,STOCK,HOSE,DV tổng hợp SG,Sai Gon General Service Corporation,VN000000SVC8,listed,
FPT,Công ty Cổ phần FPT,2006-12-13,STOCK,HOSE,CTCP FPT,FPT Corporation,VN000000FPT1,listed,VN30
MKP,Công ty Cổ phần Hóa - Dược phẩm Mekophar,2018-01-29,STOCK,UPCOM,Dược phẩm Mekophar,Mekophar Chemical Pharmaceutical Joint Stock Company,VN000000MKP6,listed,
DMC,Công ty Cổ phần Xuất nhập khẩu Y tế Domesco,2006-12-25,STOCK,HOSE,XNK Y tế Domesco,Domesco Medical Import - Export  Joint Stock Corporation,VN000000DMC9,listed,
MVN,Tổng Công ty Hàng hải Việt Nam – Công ty cổ phần,2018-10-08,STOCK,UPCOM,Hàng hải Việt Nam,Vietnam National Shipping Lines,VN000000MVN8,listed,
STP,Công ty Cổ phần công nghiệp thương mại Sông Đà,2006-10-09,STOCK,HNX,CN T.mại Sông Đà,Song Da Industry Trade joint stock company,VN000000STP4,listed,
VEC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,2017-07-14,STOCK,UPCOM,Điện tử Tin học VN,Vietnam Electronics and Informatics Joint Stock Corporation,VN000000VEC8,listed,
MNB,Tổng công ty May Nhà Bè - Công ty cổ phần,2018-04-24,STOCK,UPCOM,May Nhà Bè,Nha Be Garment Corporation Joint Stock Company,VN000000MNB0,listed,
DTV,Công ty Cổ phần Phát triển Điện Trà Vinh,2010-09-09,STOCK,UPCOM,Điện Trà Vinh,Tra Vinh Electric Development Joint Stock Corporation,VN000000DTV4,listed,
LGM,Công ty Cổ phần Giày da và May mặc Xuất khẩu (LEGAMEX),2019-12-18,STOCK,UPCOM,,Legamex company,VN000000LGM3,listed,
TCM,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công ,2007-10-15,STOCK,HOSE,May Thành Công,Thanh Cong Textile Garment Investment Trading Joint Stock Company,VN000000TCM5,listed,
KSB,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,2010-01-20,STOCK,HOSE,K.sản Bình Dương,Binh Duong Mineral And Construction Joint Stock Company,VN000000KSB3,listed,
CMN,Công ty Cổ phần Lương thực thực phẩm Colusa - Miliket,2017-07-10,STOCK,UPCOM,Th.phẩm Miliket,Colusa-Miliket Foodstuff Joint stock company,VN000000CMN8,listed,
KMT,Công ty Cổ phần Kim khí Miền Trung ,2010-12-15,STOCK,HNX,Kim khí Miền Trung,Central Vietnam Metal Corporation,VN000000KMT8,listed,
BMS,Công ty Cổ phần Chứng Khoán Bảo Minh,2018-08-08,STOCK,UPCOM,CK Bảo Minh,Bao Minh Securities Company,VN000000BMS9,listed,
FOX,Công ty Cổ phần Viễn thông FPT,2017-01-13,STOCK,UPCOM,Viễn thông FPT,FPT Telecom Joint Stock Company,VN000000FOX6,listed,
PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,2006-12-01,STOCK,HNX,V.tải Petro H.Phòng,Hai Phong Petrolimex Transportation and Services Joint Stock Company,VN000000PTS4,listed,
SJE,Công ty Cổ phần Sông Đà 11 ,2006-12-14,STOCK,HNX,CTCP Sông Đà 11,Song Da No 11 Joint Stock Company,VN000000SJE9,listed,
TPH,Công ty Cổ phần In Sách Giáo Khoa tại TP Hà Nội,2006-12-15,STOCK,HNX,Sách giáo khoa HN,Ha Noi Textbooks Printing Joint - Stock Company,VN000000TPH7,listed,
DPG,Công ty Cổ phần Đạt Phương,2018-05-22,STOCK,HOSE,CTCP Đạt Phương,Dat Phuong Joint Stock Company,VN000000DPG3,listed,
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh ,2016-03-22,STOCK,HOSE,Cáp treo Tây Ninh,Tay Ninh Cable Car Tour Company,VN000000TCT0,listed,
DTC,Công ty Cổ phần Viglacera Đông Triều,2013-04-10,STOCK,UPCOM,Viglacera Đông Triều,Dong Trieu Viglacera JSC,VN000000DTC4,listed,
HJS,Công ty Cổ phần Thủy điện Nậm Mu ,2006-12-20,STOCK,HNX,Th.điện Nậm Mu,Nam Mu Hydropower Joint Stock Company,VN000000HJS2,listed,
S55,Công ty Cổ phần Sông Đà 505,2006-12-22,STOCK,HNX,CTCP Sông Đà 505,Song Da 505 Joint Stock Company,VN000000S552,listed,
DNP,Công ty Cổ phần Nhựa Đồng Nai ,2009-06-29,STOCK,HNX,CTCP Nhựa Đồng Nai,DongNai Plastic Joint Stock Company,VN000000DNP9,listed,
DTT,Công ty Cổ phần Kỹ nghệ Đô Thành ,2006-12-22,STOCK,HOSE,Kỹ nghệ Đô Thành,Do Thanh Technology Corporation,VN000000DTT8,listed,
VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,2006-12-25,STOCK,HOSE,T.mại Viễn Đông,Vien Dong Investment Development Trading Corporation,VN000000VID7,listed,
TMC,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,2009-06-08,STOCK,HNX,T.mại XNK Thủ Đức,THUDUC TRADING OIL AND GAS PETROLEUM JOINT STOCK COMPANY.,VN000000TMC5,listed,
HRC,Công ty Cổ phần Cao su Hòa Bình,2006-12-26,STOCK,HOSE,Cao su Hòa Bình,Hoa Binh Rubber Joint Stock Company,VN000000HRC9,listed,
SD7,Công ty Cổ phần Sông Đà 7,2018-06-01,STOCK,UPCOM,CTCP Sông Đà 7,Songda 7 Joint Stock Company,VN000000SD74,listed,
DCL,Công ty Cổ phần Dược phẩm Cửu Long ,2008-09-17,STOCK,HOSE,Dược phẩm Cửu Long,Benovas Pharmaceutical Company,VN000000DCL1,listed,
SD4,Công ty Cổ phần Sông Đà 4,2008-06-25,STOCK,HNX,CTCP Sông Đà 4,Song Da 4 Joint Stock Company,VN000000SD41,listed,
NST,Công ty Cổ phần Ngân Sơn ,2006-12-29,STOCK,HNX,CTCP Ngân Sơn,Ngan Son Joint Stock Company,VN000000NST9,listed,
HTM,Tổng Công ty Thương Mại Hà Nội - Công ty cổ phần,2018-05-04,STOCK,UPCOM,Thương mại Hà Nội,HaNoi Trade Corporation,VN000000HTM4,listed,
DND,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,2016-11-09,STOCK,UPCOM,V.liệu Đồng Nai,Dong Nai Material and Building Investment Joint - Stock Company,VN000000DND5,listed,
TMP,Công ty Cổ phần Thủy điện Thác Mơ,2009-06-18,STOCK,HOSE,Th.điện Thác Mơ,Thac Mo Hydro Power Joint Stock Company,VN000000TMP7,listed,
HSA,Công ty Cổ phần Hestia,2017-01-23,STOCK,UPCOM,CTCP Hestia,Hestia Joint Stock Company,VN000000HSA1,listed,
TMW,Công ty Cổ phần tổng hợp gỗ Tân Mai,2009-12-23,STOCK,UPCOM,Gỗ Tân Mai,TAN MAI GENERAL WOOD JOINT STOCK COMPANY,VN000000TMW3,listed,
BWA,Công ty Cổ phần Cấp thoát nước và Xây dựng Bảo Lộc ,2010-06-14,STOCK,UPCOM,C.thoát nc Bảo Lộc,Bao Loc Supply Sewerage and Construction Joint Stock Company,VN000000BWA6,listed,
DPH,Công ty cổ phần Dược phẩm Hải Phòng,2017-01-20,STOCK,UPCOM,Dược phẩm H.Phòng,Hai Phong Pharmaceutical Joint Stock Company,VN000000DPH1,listed,
SBL,Công ty cổ phần Bia Sài Gòn - Bạc Liêu,2017-01-23,STOCK,UPCOM,Bia SG Bạc Liêu,Saigon Baclieu Beer Joint Stock Company,VN000000SBL1,listed,
CET,Công ty Cổ phần Tech - Vina,2017-07-28,STOCK,HNX,CTCP Tech - Vina,Tech - Vina Joint Stock Company,VN000000CET2,listed,
DBD,Công ty Cổ phần Dược - Trang thiết bị Y tế Bình Định (Bidiphar),2018-06-15,STOCK,HOSE,Dược Bidiphar,BinhDinh Pharmaceutical and Medical Equipment Joint Stock Company (Bidiphar),VN000000DBD0,listed,
LCG,Công ty Cổ phần LICOGI 16,2008-11-18,STOCK,HOSE,CTCP LICOGI 16,Licogi 16 Joint Stock Company,VN000000LCG4,listed,
L61,Công ty Cổ phần LILAMA 69-1,2008-11-19,STOCK,HNX,CTCP LILAMA 69-1,Lilama 69-1 Joint Stock Company,VN000000L615,listed,
AGM,Công ty Cổ phần xuất nhập khẩu An Giang,2012-12-14,STOCK,HOSE,CTCP XNK An Giang,An Giang import export joint stock company,VN000000AGM6,listed,
SC5,Công ty Cổ phần Xây dựng số 5 ,2007-10-18,STOCK,HOSE,CTCP Xây dựng số 5,Construction Joint Stock Company No 5,VN000000SC59,listed,
VGT,Tập đoàn Dệt May Việt Nam,2017-01-03,STOCK,UPCOM,T.đoàn Dệt May VN,Vietnam National Textile And Garment Group,VN000000VGT7,listed,
PSI,Công ty Cổ phần Chứng khoán Dầu khí,2010-07-21,STOCK,HNX,CK Dầu khí,Petrovietnam Securities Incorporated,VN000000PSI7,listed,
DBT,Công ty Cổ phần Dược phẩm Bến Tre,2020-10-28,STOCK,HOSE,Dược phẩm Bến Tre,Ben Tre Pharmaceutical Joint Stock Company,VN000000DBT6,listed,
ASM,Công ty Cổ phần Tập đoàn Sao Mai ,2010-01-18,STOCK,HOSE,Tập đoàn Sao Mai,SAO MAI GROUP CORPORATION,VN000000ASM1,listed,
VCS,Công ty Cổ phần VICOSTONE,2007-12-17,STOCK,HNX,CTCP VICOSTONE,VICOSTONE Joint Stock Company,VN000000VCS8,listed,HNX30
LUT,Công ty Cổ phần Đầu tư xây dựng Lương Tài,2008-01-04,STOCK,HNX,ĐT XD Lương Tài,Luong Tai Investment Construction Joint Stock Company,VN000000LUT9,listed,
DSC,Công ty Cổ phần Chứng khoán Đà Nẵng,2018-01-05,STOCK,UPCOM,CK Đà Nẵng,Da Nang Securities Company,VN000000DSC6,listed,
GEX,Tổng Công ty Cổ phần Thiết bị điện Việt Nam,2018-01-18,STOCK,HOSE,Thiết bị điện VN,Vietnam Electrical Equipment Joint Stock Corporation,VN000000GEX5,listed,
VC5,Công ty Cổ phần Xây dựng số 5_Vinaconex,2016-06-03,STOCK,UPCOM,XD 5 - Vinaconex,Construction Joint Stock Company - Number 5,VN000000VC54,listed,
ACS,Công ty Cổ phần Xây lắp Thương mại 2,2017-07-13,STOCK,UPCOM,X.lắp T.mại 2,Architects & Construction Service Corporation,VN000000ACS2,listed,
APG,Công ty Cổ phần Chứng khoán An Phát,2016-11-30,STOCK,HOSE,CK An Phát,An Phat Securities Company,VN000000APG9,listed,
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,2008-12-22,STOCK,HOSE,Hoàng Anh Gia Lai,HAGL Joint Stock Company,VN000000HAG6,listed,
TBX,Công ty Cổ phần Xi măng Thái Bình,2008-11-18,STOCK,HNX,Xi măng Thái Bình,Thai Binh Cement Joint Stock Company,VN000000TBX4,listed,
BMJ,Công ty cổ phần khoáng sản Miền Đông AHP,2009-12-22,STOCK,UPCOM,Khoáng sản Miền Đông AHP,Easterns AHP Minerals Joint Stock Company,VN000000BMJ8,listed,
SRC,Công ty Cổ phần Cao su Sao vàng,2009-10-07,STOCK,HOSE,Cao su Sao Vàng,Sao Vang Rubber Joint Stock Company,VN000000SRC6,listed,
SDP,Công ty cổ phần SDP,2019-03-01,STOCK,UPCOM,CTCP SDP,SDP Joint Stock Company,VN000000SDP8,listed,
